abbr,year,population,vacc,dose1,dose2,dose3,dose4,dose5,dose6,dose7,doseUNK,total_dose,total_dose1,total_dose2,td1_sum,dose1_pop_ratio,td2_sum,dose2_pop_ratio,td_sum,dose_pop_ratio,name
SK,2021,5459781,AZ,425026,419257,2,0,0,0,0,0,844285,425026,419257,425026,0.07784671216666017,419257,0.07679007637852141,844285,0.15463715486024074,Slovakia
SK,2021,5459781,COM,1787121,1711512,995782,5,0,0,0,0,4494420,1787121,1711512,1791655,0.32815510365708805,1711517,0.31347722555172086,4498959,0.8240182161152617,Slovakia
SK,2021,5459781,JANSS,167405,0,1216,0,0,0,0,0,168621,167405,0,167405,0.030661486239100068,0,0.0,168621,0.030884205795067603,Slovakia
SK,2021,5459781,MOD,256388,250323,106254,0,0,0,0,0,612965,256388,250323,256390,0.046959759008648884,250323,0.045848542276695714,612967,0.11226952143318569,Slovakia
SK,2021,5459781,SPU,19043,18926,6,0,0,0,0,0,37975,19043,18926,19043,0.003487868835764658,18926,0.0034664394048039655,37975,0.006955407185746095,Slovakia
SK,2021,5459781,UNK,3,7,0,0,0,0,0,0,10,3,7,3,5.494725887357021e-07,7,1.2821027070499715e-06,10,1.8315752957856735e-06,Slovakia
SK,2022,5434712,AZ,1,3,0,0,0,0,0,0,4,1,3,425027,0.07820598405214481,419260,0.07714484226579071,844289,0.15535119432271663,Slovakia
SK,2022,5434712,COM,36005,85726,502851,66497,476,0,0,0,691555,36005,85726,1827660,0.33629380912916823,1797243,0.33069700841553334,5190514,0.9550669842302592,Slovakia
SK,2022,5434712,JANSS,6397,0,11209,133,0,0,0,0,17739,6397,0,173802,0.03197998348394542,0,0.0,186360,0.034290685504586076,Slovakia
SK,2022,5434712,MOD,2035,5494,57794,3177,13,0,0,0,68513,2035,5494,258425,0.0475508177802246,255817,0.047070939545646576,681480,0.12539394911818694,Slovakia
SK,2022,5434712,NVXD,930,838,1846,124,2,0,0,0,3740,930,838,930,0.00017112222321992408,838,0.00015419400328849073,3740,0.0006881689406908775,Slovakia
SK,2022,5434712,SPU,0,0,18,0,0,0,0,0,18,0,0,19043,0.003503957523416144,18926,0.0034824292437207346,37993,0.006990802824510296,Slovakia
SK,2022,5434712,UNK,0,0,246,3601,178,0,0,0,4025,0,0,3,5.520071716771744e-07,7,1.2880167339134071e-06,4035,0.0007424496459057996,Slovakia
SK,2023,5434712,COM,234,296,507,3929,169,0,0,0,5135,234,296,1827894,0.33633686568855903,1797539,0.3307514731231388,5195649,0.9560118365057799,Slovakia
SK,2023,5434712,JANSS,123,0,11,5,0,0,0,0,139,123,0,173925,0.03200261577798419,0,0.0,186499,0.034316261836873786,Slovakia
SK,2023,5434712,MOD,0,0,7,92,6,0,0,0,105,0,0,258425,0.0475508177802246,255817,0.047070939545646576,681585,0.12541326936919564,Slovakia
SK,2023,5434712,UNK,10,0,109,693,311,0,0,0,1123,10,0,13,2.3920310772677557e-06,7,1.2880167339134071e-06,5158,0.0009490843305036219,Slovakia
AT,2020,8901064,All,5346,0,0,0,0,0,0,8,5354,5346,0,5346,0.0006006023549544189,0,0.0,5354,0.0006015011239105797,Austria
AT,2021,8932664,All,6244613,5601200,3954142,5707,170,0,0,8957,15814789,6244613,5601200,6249959,0.6996746995073362,5601200,0.6270469817290788,15820143,1.7710442260002168,Austria
AT,2022,8978929,All,122956,238705,1238751,1661201,36547,0,0,699,3298859,122956,238705,6372915,0.7097633804655321,5839905,0.6504010667641987,19119002,2.129318763963943,Austria
AT,2023,8978929,All,1210,1162,4092,74794,27254,0,0,9,108521,1210,1162,6374125,0.7098981404129602,5841067,0.6505304808624726,19227523,2.141404949298519,Austria
BE,2020,11522440,All,980,0,0,0,0,0,0,0,980,980,0,980,8.505143007904576e-05,0,0.0,980,8.505143007904576e-05,Belgium
BE,2021,11554767,All,8443165,7926600,4384496,0,0,0,0,0,20754261,8443165,7926600,8444145,0.7307931869158417,7926600,0.6860025823108332,20755241,1.7962492017363916,Belgium
BE,2022,11617623,All,58827,74501,2745647,3860582,484000,0,0,0,7223557,58827,74501,8502972,0.7319029030293029,8001101,0.6887037907840529,27978798,2.4083065873285783,Belgium
BE,2023,11617623,All,237,202,3059,27101,11892,0,0,0,42491,237,202,8503209,0.7319233030715492,8001303,0.6887211781618322,28021289,2.4119640480673197,Belgium
BG,2020,6951482,All,4739,0,0,0,0,0,0,0,4739,4739,0,4739,0.0006817251342951042,0,0.0,4739,0.0006817251342951042,Bulgaria
BG,2021,6916548,All,1951561,1432554,275062,0,0,0,0,0,3659177,1951561,1432554,1956300,0.2828434068555586,1432554,0.20711979444081063,3663916,0.529731883592798,Bulgaria
BG,2022,6838937,All,119490,102330,551343,110748,0,0,0,0,883911,119490,102330,2075790,0.303525240837867,1534884,0.22443312462156034,4547827,0.6649903340241327,Bulgaria
BG,2023,6838937,All,2756,595,4544,2454,0,0,0,0,10349,2756,595,2078546,0.3039282274423642,1535479,0.22452012644655156,4558176,0.6665035808927615,Bulgaria
CY,2020,888005,All,3010,0,0,0,0,0,0,0,3010,3010,0,3010,0.0033896205539383226,0,0.0,3010,0.0033896205539383226,Cyprus
CY,2021,896007,All,612430,575540,302933,0,0,0,0,0,1490903,612430,575540,615440,0.6868696338309856,575540,0.6423387317286584,1493913,1.6673005902855669,Cyprus
CY,2022,904705,All,15347,20134,182288,62514,11144,0,0,0,291427,15347,20134,630787,0.6972294836438397,595674,0.6584179373386905,1785340,1.9733946424525122,Cyprus
CY,2023,904705,All,647,174,754,8081,3494,0,0,66,13216,647,174,631434,0.6979446338861839,595848,0.658610265224576,1798556,1.9880027191183867,Cyprus
CZ,2020,10693939,All,14296,0,0,0,0,0,0,0,14296,14296,0,14296,0.0013368320129748261,0,0.0,14296,0.0013368320129748261,Czechia
CZ,2021,10494836,All,6451634,5931745,2423785,0,0,0,0,0,14807164,6451634,5931745,6465930,0.6161058638743855,5931745,0.5652060689657276,14821460,1.4122621830393538,Czechia
CZ,2022,10516707,All,84135,135725,1858622,774863,581,0,0,0,2853926,84135,135725,6550065,0.622824711195244,6067470,0.576936297645261,17675386,1.6806958680126773,Czechia
CZ,2023,10516707,All,1793,1368,5737,27055,11854,1,0,0,47808,1793,1368,6551858,0.622995201825058,6068838,0.577066376385688,17723194,1.6852417776781268,Czechia
DE,2020,83166711,All,302640,0,0,0,0,0,0,0,302640,302640,0,302640,0.0036389559760274756,0,0.0,302640,0.0036389559760274756,Germany
DE,2021,83155031,All,58928829,56494778,34243605,3781,38,0,0,0,149671031,58928829,56494778,59231469,0.712301688637456,56494778,0.6793909799636777,149973671,1.8035429630228867,Germany
DE,2022,83237124,All,1062942,2820549,16391493,12235680,974844,0,0,0,33485508,1062942,2820549,60294411,0.7243692249626501,59315327,0.7126066369135964,183459179,2.204054755664071,Germany
DE,2023,83237124,All,10415,11546,45865,363570,192872,0,0,0,624268,10415,11546,60304826,0.724494349420338,59326873,0.7127453490584321,184083447,2.2115546303594056,Germany
DK,2020,5822763,All,41339,1,0,0,0,0,0,0,41340,41339,1,41339,0.007099550505490263,1,1.7173977371223935e-07,41340,0.007099722245263975,Denmark
DK,2021,5840045,All,4238828,4209280,2725566,467,8,0,0,0,11174149,4238828,4209280,4280167,0.7328996608759007,4209281,0.7207617407057652,11215489,1.9204456472510059,Denmark
DK,2022,5873420,All,21198,53230,886645,1867342,36644,0,0,0,2865059,21198,53230,4301365,0.7323441878837202,4262511,0.7257289620016958,14080548,2.3973337510343207,Denmark
DK,2023,5873420,All,841,1077,3075,17603,9157,0,0,0,31753,841,1077,4302206,0.7324873753281733,4263588,0.7259123304650442,14112301,2.4027399709198387,Denmark
EE,2020,1328976,All,2505,75,0,0,0,0,0,0,2580,2505,75,2505,0.001884909885505833,75,5.643442770975548e-05,2580,0.0019413443132155885,Estonia
EE,2021,1330068,All,782614,701864,319282,9844,16,0,0,0,1813620,782614,701864,785119,0.5902848576163023,701939,0.5277467016723957,1816200,1.36549409503875,Estonia
EE,2022,1331796,All,11618,14001,159788,91312,3012,0,0,0,279731,11618,14001,796737,0.5982425236297451,715940,0.5375748237718089,2095931,1.5737627985066782,Estonia
EE,2023,1331796,All,326,233,1550,7972,2061,0,0,0,12142,326,233,797063,0.5984873058636608,716173,0.5377497754911413,2108073,1.582879810421416,Estonia
EL,2020,10718565,All,4068,5,0,0,0,0,0,0,4073,4068,5,4068,0.0003795284163505096,5,4.6648035441311405e-07,4073,0.0003799948967049227,Greece
EL,2021,10678632,All,7189786,6262486,3615914,342,53,6,0,0,17068587,7189786,6262486,7193854,0.6736681252804666,6262491,0.5864506801994862,17072660,1.598768456483939,Greece
EL,2022,10459782,All,237991,440796,2280693,964303,168010,91,0,0,4091884,237991,440796,7431845,0.7105162421167095,6703287,0.6408629740084449,21164544,2.0234211382225746,Greece
EL,2023,10459782,All,1935,2101,0,54365,35661,729,0,0,94791,1935,2101,7433780,0.7107012364120017,6705388,0.6410638386153746,21259335,2.032483564189005,Greece
ES,2020,47332614,All,96411,0,0,0,0,0,0,0,96411,96411,0,96411,0.0020368830675609843,0,0.0,96411,0.0020368830675609843,Spain
ES,2021,47398695,All,36108516,31263328,14279916,8543,12,0,0,0,81660315,36108516,31263328,36204927,0.7638380550350595,31263328,0.6595820412355234,81756726,1.724872931628181,Spain
ES,2022,47432893,All,264011,396048,12070493,8062312,55395,0,0,0,20848259,264011,396048,36468938,0.7688533355956172,31659376,0.667456146940057,102604985,2.163161015711186,Spain
ES,2023,47432893,All,2288,1741,148020,1406407,21970,0,0,0,1580426,2288,1741,36471226,0.7689015721642785,31661117,0.6674928514269624,104185411,2.1964802146898355,Spain
FI,2020,5525292,All,17151,0,0,0,0,0,0,0,17151,17151,0,17151,0.0031040893404366684,0,0.0,17151,0.0031040893404366684,Finland
FI,2021,5533793,All,12062376,11587069,3835791,2706,0,0,0,0,27487942,12062376,11587069,12079527,2.182865712541109,11587069,2.093874671495663,27505093,4.9703870383297675,Finland
FI,2022,5548241,All,153691,359625,5333235,3641874,1426157,0,0,0,10914582,153691,359625,12233218,2.2048822320443544,11946694,2.153239918741814,38419675,6.924658644063947,Finland
FI,2023,5548241,All,3285,4192,21628,143580,209551,0,0,0,382236,3285,4192,12236503,2.205474311588123,11950886,2.153995473520346,38801911,6.993551830210692,Finland
FR,2020,67320216,All,9140,16,0,0,0,0,0,0,9156,9140,16,9140,0.0001357690236763352,16,2.3767006332837673e-07,9156,0.00013600669373966357,France
FR,2021,67656682,All,102308571,93645741,48673237,42189,26,0,0,0,244669764,102308571,93645741,102317711,1.5123075500510061,93645757,1.384131681184129,244678920,3.6164782659604855,France
FR,2022,67871925,All,2366984,6451685,32236303,18715111,2601801,0,0,0,62371884,2366984,6451685,104684695,1.5423858244774993,100097442,1.4747989245921638,307050804,4.523973704886077,France
FR,2023,67871925,All,61513,78942,209760,1679046,2089339,0,0,0,4118600,61513,78942,104746208,1.543292134413456,100176384,1.4759620270089584,311169404,4.584655643699512,France
HR,2020,4058165,All,12989,30,1,0,0,0,0,32,13052,12989,30,12989,0.003200707709026124,30,7.392503754775865e-06,13052,0.003216231966911153,Croatia
HR,2021,4036355,All,2227970,1941021,528153,173,0,0,0,1247,4698564,2227970,1941021,2240959,0.5551937329595638,1941051,0.4808920424491899,4711616,1.1672947498423702,Croatia
HR,2022,3862305,All,43145,73680,459031,68190,0,0,0,109,644155,43145,73680,2284104,0.5913836426693386,2014731,0.5216395390835266,5355771,1.3866773856544214,Croatia
HR,2023,3862305,All,809,442,7635,4645,0,0,0,1,13532,809,442,2284913,0.5915931030822268,2015173,0.5217539785180093,5369303,1.3901809929562787,Croatia
HU,2020,9769526,All,11873,0,0,0,0,0,0,0,11873,11873,0,11873,0.001215309729458727,0,0.0,11873,0.001215309729458727,Hungary
HU,2021,9730772,All,5820772,5410189,3148647,0,0,0,0,0,14379608,5820772,5410189,5832645,0.5994020823835972,5410189,0.5559876441458088,14391481,1.4789660059859588,Hungary
HU,2022,9689010,All,87757,95231,662588,408999,10257,0,0,0,1264832,87757,95231,5920402,0.611043027099776,5505420,0.568212851467797,15656313,1.6158836661330724,Hungary
HU,2023,9689010,All,1348,722,1435,11705,2614,36,2,0,17862,1348,722,5921750,0.6111821538010591,5506142,0.5682873688849531,15674175,1.617727198134794,Hungary
IE,2020,4964440,All,4363,32,1,0,0,0,0,1,4397,4363,32,4363,0.0008788503839305138,32,6.445842834237094e-06,4397,0.0008856990919418907,Ireland
IE,2021,5006324,All,3681248,3404281,2168443,218,4,0,0,124398,9378592,3681248,3404281,3685611,0.7361910655403047,3404313,0.680002532796519,9382989,1.874227277339621,Ireland
IE,2022,5060004,All,21121,30082,783067,1107140,352295,423,0,10584,2304712,21121,30082,3706732,0.7325551521303145,3434395,0.6787336531749777,11687701,2.3098205060707464,Ireland
IE,2023,5060004,All,1388,1043,12792,156316,130357,181962,0,439,484297,1388,1043,3708120,0.7328294602138654,3435438,0.6789397794942454,12171998,2.405531299975257,Ireland
IS,2020,364134,All,4943,0,0,0,0,0,0,0,4943,4943,0,4943,0.013574673059917502,0,0.0,4943,0.013574673059917502,Iceland
IS,2021,368792,All,257681,205875,197473,0,0,0,0,0,661029,257681,205875,262624,0.7121195687542029,205875,0.5582415019848587,665972,1.805820082865138,Iceland
IS,2022,376248,All,1518,1560,51521,59805,2855,0,0,21,117280,1518,1560,264142,0.7020422699921328,207435,0.5513251897684506,783252,2.0817439561140523,Iceland
IS,2023,376248,All,39,34,494,4724,15754,257,0,86,21388,39,34,264181,0.7021459250281729,207469,0.551415555697306,804640,2.1385894410069954,Iceland
IT,2020,59641488,All,248969,30,0,0,0,0,0,0,248999,248969,30,248969,0.004174426365753986,30,5.030055588150315e-07,248999,0.004174929371312802,Italy
IT,2021,59236213,All,98862212,79500745,33527490,0,0,0,0,73074,211963521,98862212,79500745,99111181,1.6731518775516592,79500775,1.3420975274027056,212212520,3.5824795214373344,Italy
IT,2022,59030133,All,2399377,5553205,46394260,12611975,683082,0,0,0,67641899,2399377,5553205,101510558,1.7196396626787205,85053980,1.4408569941727898,279854419,4.740873936367381,Italy
IT,2023,59030133,All,9557,10028,99416,961515,356789,0,0,0,1437305,9557,10028,101520115,1.719801563042387,85064008,1.4410268735122111,281291724,4.765222602496931,Italy
LI,2021,39055,All,24815,24062,12158,0,0,0,0,0,61035,24815,24062,24815,0.6353859941108693,24062,0.6161054922545128,61035,1.5627960568429138,Liechtenstein
LI,2022,39308,All,242,550,6206,3070,95,0,0,0,10163,242,550,25057,0.6374529357891523,24612,0.6261320850717411,71198,1.8112852345578507,Liechtenstein
LI,2023,39308,All,4,4,6,154,7,1,0,0,176,4,4,25061,0.6375546962450391,24616,0.626233845527628,71374,1.815762694616872,Liechtenstein
LT,2020,2794090,All,19500,0,0,0,0,0,0,0,19500,19500,0,19500,0.006979016423951984,0,0.0,19500,0.006979016423951984,Lithuania
LT,2021,2795680,All,3651818,2996900,1263664,0,0,0,0,8582,7920964,3651818,2996900,3671318,1.313211097121273,2996900,1.0719753333714874,7940464,2.840262118697419,Lithuania
LT,2022,2805998,All,59558,102664,534524,65928,0,0,0,0,762674,59558,102664,3730876,1.3296075050659337,3099564,1.104620887113961,8703138,3.1016194594579183,Lithuania
LT,2023,2805998,All,1399,1369,2048,7765,0,0,0,0,12581,1399,1369,3732275,1.3301060799045474,3100933,1.1051087705693303,8715719,3.106103069211026,Lithuania
LU,2020,626108,All,843,0,1,0,0,0,0,0,844,843,0,843,0.0013464130788937371,0,0.0,844,0.0013480102474333502,Luxembourg
LU,2021,634730,All,417941,363009,202141,39,0,0,0,0,983130,417941,363009,418784,0.6597828998156696,363009,0.5719108912450963,983974,1.5502245049075984,Luxembourg
LU,2022,645397,All,6788,16947,147508,75721,1030,0,0,0,247994,6788,16947,425572,0.6593956897847372,379956,0.5887167123491432,1231968,1.9088530005562467,Luxembourg
LU,2023,645397,All,61,77,395,2758,353,0,0,0,3644,61,77,425633,0.6594902052535107,380033,0.5888360187605458,1235612,1.9144991377400267,Luxembourg
LV,2020,1907675,All,2263,1,0,0,0,0,0,0,2264,2263,1,2263,0.0011862607624464334,1,5.241983042184859e-07,2264,0.001186784960750652,Latvia
LV,2021,1893223,All,1233219,912589,258356,146,0,0,0,0,2404310,1233219,912589,1235482,0.6525813388068917,912590,0.48202985068320003,2406574,1.2711518928303744,Latvia
LV,2022,1875757,All,24517,29370,289464,62724,257,0,0,2,406334,24517,29370,1259999,0.6717282675741048,941960,0.5021759215079565,2812908,1.4996121565853147,Latvia
LV,2023,1875757,All,372,357,1468,4415,111,0,0,6,6729,372,357,1260371,0.6719265875057376,942317,0.5023662446681526,2819637,1.5031995082518685,Latvia
MT,2020,514564,All,1538,7,0,0,0,0,0,0,1545,1538,7,1538,0.0029889382078808467,7,1.3603749970849107e-05,1545,0.0030025419578516956,Malta
MT,2021,516100,All,404688,370142,229597,0,0,0,0,0,1004427,404688,370142,406226,0.787107149777175,370149,0.7172040302267002,1005972,1.949180391397016,Malta
MT,2022,520971,All,5083,5203,122486,62921,6499,0,0,0,202192,5083,5203,411309,0.7895045981446184,375352,0.7204854012987287,1208164,2.319061905557123,Malta
MT,2023,520971,All,27,25,148,679,710,0,0,0,1589,27,25,411336,0.7895564244458905,375377,0.7205333886147214,1209753,2.322111979361615,Malta
NL,2020,17407585,All,23,0,0,0,0,0,0,0,23,23,0,23,1.321263116049699e-06,0,0.0,23,1.321263116049699e-06,Netherlands
NL,2021,17475415,All,11919549,10414588,4618188,0,0,0,0,131114,27083439,11919549,10414588,11919572,0.6820766202118805,10414588,0.5959565480991439,27083462,1.549803652731566,Netherlands
NL,2022,17590672,All,55245,107772,4735942,4317131,2113567,3621,0,2266,11335544,55245,107772,11974817,0.6807481260522622,10522360,0.5981783981874029,38419006,2.1840556176591774,Netherlands
NL,2023,17590672,All,2935,1973,21099,90292,82690,2069,0,0,201058,2935,1973,11977752,0.6809149758462895,10524333,0.598290559905841,38620064,2.1954854254573104,Netherlands
NO,2020,5367580,All,2399,0,0,0,0,0,0,0,2399,2399,0,2399,0.00044694257002224466,0,0.0,2399,0.00044694257002224466,Norway
NO,2021,5391369,All,3964299,3818779,1564641,1960,10,0,0,0,9349689,3964299,3818779,3966698,0.7357496769373418,3818779,0.7083134172415206,9352088,1.7346406821718194,Norway
NO,2022,5425270,All,30934,86929,1448074,861635,12897,0,0,0,2440469,30934,86929,3997632,0.7368540183253552,3905708,0.7199103454758934,11792557,2.173635044891775,Norway
NO,2023,5425270,All,493,578,7719,51031,151590,0,0,0,211411,493,578,3998125,0.7369448893787774,3906286,0.7200168839523194,12003968,2.2126028750642823,Norway
PL,2020,37958138,All,104682,6,2,0,0,0,0,0,104690,104682,6,104682,0.00275782758363964,6,1.5806887050149826e-07,104690,0.002758038342133642,Poland
PL,2021,37840001,All,40598734,34947990,13878818,224,0,0,0,0,89425766,40598734,34947990,40703416,1.0756716417634344,34947996,0.9235728085736573,89530456,2.366026787367157,Poland
PL,2022,37654247,All,979570,1075692,10414128,5506710,0,0,0,0,17976100,979570,1075692,41682986,1.1069929508881162,36023688,0.9566965447483254,107506556,2.85509775298388,Poland
PL,2023,37654247,All,17204,12328,39348,213976,0,0,0,0,282856,17204,12328,41700190,1.1074498449006296,36036016,0.9570239447359019,107789412,2.862609681186826,Poland
PT,2020,10295909,All,72431,66,44,0,0,0,0,190,72731,72431,66,72431,0.007034930087280298,66,6.410313067063821e-06,72731,0.0070640678739487695,Portugal
PT,2021,10298252,All,18026125,14286641,6280093,118624,47925,0,0,36862,38796270,18026125,14286641,18098556,1.7574396120817397,14286707,1.3872943680150767,38869001,3.7743299542485462,Portugal
PT,2022,10352042,All,471565,454265,7788092,5884670,805668,0,0,33356,15437616,471565,454265,18570121,1.7938606701943443,14740972,1.423967561182615,54306617,5.245981131065736,Portugal
PT,2023,10352042,All,63515,6511,94133,308405,23286,0,0,10069,505919,63515,6511,18633636,1.7999961746677613,14747483,1.4245965192181407,54812536,5.294852551796061,Portugal
RO,2021,19201662,All,7734378,5677069,1140530,0,0,0,0,0,14551977,7734378,5677069,7734378,0.4027973203569566,5677069,0.2956550844400865,14551977,0.7578498673708557,Romania
RO,2022,19042455,All,181348,184394,611197,25319,0,0,0,0,1002258,181348,184394,7915726,0.41568831329783895,5861463,0.30781025870876416,15554235,0.8168187872834674,Romania
RO,2023,19042455,All,2219,1678,2714,6420,0,0,0,0,13031,2219,1678,7917945,0.41580484239033255,5863141,0.30789837759889677,15567266,0.8175031003092826,Romania
SE,2020,10327589,All,20166,0,0,0,0,0,0,0,20166,20166,0,20166,0.0019526338625597901,0,0.0,20166,0.0019526338625597901,Sweden
SE,2021,10379295,All,14134566,13764608,5039232,0,0,0,0,0,32938406,14134566,13764608,14154732,1.363746959692349,13764608,1.3261602064494746,32958572,3.175415285912964,Sweden
SE,2022,10452326,All,218026,364586,5965020,5534990,0,0,0,0,12082622,218026,364586,14372758,1.375077470794539,14129194,1.3517750977150924,45041194,4.3092029467890685,Sweden
SE,2023,10452326,All,6084,6246,35726,235274,0,0,0,0,283330,6084,6246,14378842,1.3756595421918527,14135440,1.3523726680549382,45324524,4.336309831897704,Sweden
SI,2020,2095861,All,9320,1,0,0,0,0,0,0,9321,9320,1,9320,0.004446859786980148,1,4.771308784313464e-07,9321,0.00444733691785858,Slovenia
SI,2021,2108977,All,1154571,982990,451187,163,0,0,0,0,2588911,1154571,982990,1163891,0.5518746766797362,982991,0.466098492302192,2598232,1.2319868827398308,Slovenia
SI,2022,2107180,All,9761,27935,193272,73756,0,0,0,0,304724,9761,27935,1173652,0.5569775719207661,1010926,0.47975303486175835,2902956,1.3776497499027136,Slovenia
SI,2023,2107180,All,161,259,481,3267,0,0,0,0,4168,161,259,1173813,0.5570539773536195,1011185,0.4798759479493921,2907124,1.379627748934595,Slovenia
SK,2020,5457873,All,4536,5,0,0,0,0,0,0,4541,4536,5,4536,0.000831092991720401,5,9.161077951062621e-07,4541,0.0008320090995155073,Slovakia
SK,2021,5459781,All,2654986,2400025,1103260,5,0,0,0,0,6158276,2654986,2400025,2659522,0.4871114793798506,2400030,0.439583565714449,6162817,1.1287663369647978,Slovakia
SK,2022,5434712,All,45368,92061,573964,73532,669,0,0,0,785594,45368,92061,2704890,0.4977062261992908,2492091,0.45855070149071375,6948411,1.2785242345868557,Slovakia
SK,2023,5434712,All,367,296,634,4719,486,0,0,0,6502,367,296,2705257,0.49777375507662597,2492387,0.45860516619831926,6954913,1.2797206181302707,Slovakia
